method,id,"Alter correctness
distance [m]"
uniform,6.0,2127.1999999999994
uniform,6.0,1784.7999999999995
uniform,6.0,2041.5999999999992
uniform,6.0,1699.1999999999996
uniform,6.0,1613.5999999999997
uniform,6.0,770.4000000000001
uniform,6.0,684.8000000000001
uniform,6.0,856.0000000000001
uniform,6.0,941.6000000000001
uniform,6.0,770.4000000000001
uniform,6.0,856.0000000000001
uniform,6.0,770.4000000000001
uniform,6.0,856.0000000000001
uniform,6.0,856.0000000000001
uniform,6.0,941.6000000000001
uniform,6.0,428.0
uniform,6.0,513.6
uniform,6.0,599.2
uniform,6.0,342.4
uniform,6.0,684.8000000000001
uniform,6.0,256.79999999999995
uniform,6.0,770.4000000000001
uniform,6.0,856.0000000000001
uniform,6.0,342.4
uniform,6.0,941.6000000000001
uniform,17.0,inf
uniform,17.0,1540.3199999999995
uniform,17.0,1377.59
uniform,17.0,1891.1799999999994
uniform,17.0,1377.59
uniform,17.0,1291.9999999999998
uniform,17.0,1292.0
uniform,17.0,1805.5999999999995
uniform,17.0,1206.4
uniform,17.0,1719.9999999999995
uniform,17.0,864.0000000000001
uniform,17.0,778.4000000000001
uniform,17.0,864.0000000000001
uniform,17.0,949.6000000000001
uniform,17.0,949.6000000000001
uniform,17.0,1035.2000000000003
uniform,17.0,1035.2
uniform,17.0,1120.8
uniform,17.0,1120.8000000000002
uniform,17.0,1206.3999999999999
uniform,17.0,1527.9999999999998
uniform,17.0,1613.5999999999997
uniform,17.0,1442.3999999999999
uniform,17.0,1699.1999999999996
uniform,17.0,1613.5999999999997
uniform,17.0,1356.8
uniform,17.0,1271.2
uniform,17.0,1527.9999999999998
uniform,17.0,1185.6000000000001
uniform,17.0,1100.0000000000002
uniform,17.0,1198.3999999999999
uniform,17.0,1283.9999999999998
uniform,17.0,1283.9999999999998
uniform,17.0,1369.5999999999997
uniform,17.0,1455.1999999999996
uniform,17.0,1369.5999999999997
uniform,17.0,1540.7999999999995
uniform,17.0,1626.3999999999994
uniform,17.0,1711.9999999999993
uniform,17.0,1459.1999999999996
uniform,2.0,1527.9999999999998
uniform,2.0,1442.3999999999999
uniform,2.0,1442.3999999999999
uniform,2.0,1356.8
uniform,2.0,1271.2
uniform,2.0,1356.8
uniform,2.0,1271.2
uniform,2.0,1185.6000000000001
uniform,2.0,1185.6000000000001
uniform,2.0,1100.0000000000002
uniform,2.0,1206.3999999999999
uniform,2.0,1291.9999999999998
uniform,2.0,1377.5999999999997
uniform,2.0,1120.8
uniform,2.0,inf
uniform,2.0,1463.1999999999996
uniform,2.0,1035.2
uniform,2.0,1625.9199999999994
uniform,2.0,949.6000000000001
uniform,2.0,1634.3899999999996
uniform,2.0,428.0
uniform,2.0,513.6
uniform,2.0,599.2
uniform,2.0,513.6
uniform,2.0,684.8000000000001
uniform,2.0,428.0
uniform,2.0,770.4000000000001
uniform,2.0,856.0000000000001
uniform,2.0,513.6
uniform,2.0,941.6000000000001
uniform,2.0,1699.1999999999996
uniform,2.0,1613.5999999999997
uniform,2.0,1784.7999999999995
uniform,2.0,1527.9999999999998
uniform,2.0,1870.3999999999994
uniform,2.0,1442.3999999999999
uniform,2.0,1356.8
uniform,2.0,1955.9999999999993
uniform,2.0,1442.3999999999999
uniform,2.0,1527.9999999999998
uniform,4.0,1112.8
uniform,4.0,1198.3999999999999
uniform,4.0,1027.2
uniform,4.0,941.6000000000001
uniform,4.0,1283.9999999999998
uniform,4.0,856.0000000000001
uniform,4.0,770.4000000000001
uniform,4.0,1373.5999999999997
uniform,4.0,684.8000000000001
uniform,4.0,1459.1999999999996
uniform,7.0,513.6
uniform,7.0,599.2
uniform,7.0,684.8000000000001
uniform,7.0,428.0
uniform,7.0,770.4000000000001
uniform,7.0,856.0000000000001
uniform,7.0,342.4
uniform,7.0,1014.4000000000002
uniform,7.0,935.2000000000002
uniform,7.0,1100.0
uniform,7.0,684.8000000000001
uniform,7.0,770.4000000000001
uniform,7.0,599.2
uniform,7.0,856.0000000000001
uniform,7.0,684.8000000000001
uniform,7.0,770.4000000000001
uniform,7.0,856.0000000000001
uniform,7.0,941.6000000000001
uniform,7.0,770.4000000000001
uniform,7.0,684.8000000000001
uniform,7.0,1527.9999999999998
uniform,7.0,1613.5999999999997
uniform,7.0,1442.3999999999999
uniform,7.0,1527.9999999999998
uniform,7.0,1699.1999999999996
uniform,7.0,1442.3999999999999
uniform,7.0,1527.9999999999998
uniform,7.0,1784.7999999999995
uniform,7.0,1613.5999999999997
uniform,7.0,1699.1999999999996
uniform,7.0,1699.1999999999994
uniform,7.0,1613.5999999999995
uniform,7.0,1784.7999999999993
uniform,7.0,1527.9999999999995
uniform,7.0,1870.3999999999994
uniform,7.0,1955.9999999999993
uniform,7.0,1442.3999999999996
uniform,7.0,2041.5999999999992
uniform,7.0,2127.1999999999994
uniform,7.0,2041.5999999999992
uniform,12.0,1870.3999999999994
uniform,12.0,1784.7999999999993
uniform,12.0,1955.9999999999993
uniform,12.0,2041.5999999999992
uniform,12.0,1699.1999999999994
uniform,12.0,2127.1999999999994
uniform,12.0,2212.7999999999993
uniform,12.0,2127.1999999999994
uniform,12.0,1613.5999999999995
uniform,12.0,2041.5999999999992
uniform,12.0,1377.5999999999997
uniform,12.0,1463.1999999999996
uniform,12.0,1548.7999999999995
uniform,12.0,1291.9999999999998
uniform,12.0,inf
uniform,12.0,1634.3999999999994
uniform,12.0,1206.3999999999999
uniform,12.0,1797.1199999999992
uniform,12.0,1120.8
uniform,12.0,1805.5899999999995
uniform,14.0,949.6000000000001
uniform,14.0,864.0000000000001
uniform,14.0,949.6000000000001
uniform,14.0,1035.2000000000003
uniform,14.0,864.0000000000001
uniform,14.0,1120.8000000000002
uniform,14.0,949.6000000000001
uniform,14.0,1035.2
uniform,14.0,1206.4
uniform,14.0,1120.8
uniform,13.0,1870.3999999999992
uniform,13.0,1784.7999999999993
uniform,13.0,1955.9999999999993
uniform,13.0,1699.1999999999994
uniform,13.0,2041.5999999999992
uniform,13.0,2127.1999999999994
uniform,13.0,2212.7999999999993
uniform,13.0,1613.5999999999995
uniform,13.0,2127.1999999999994
uniform,13.0,2041.5999999999992
uniform,13.0,1699.1799999999996
uniform,13.0,1613.5999999999997
uniform,13.0,1784.7799999999995
uniform,13.0,1527.9999999999998
uniform,13.0,1699.1999999999994
uniform,13.0,1442.3999999999999
uniform,13.0,1356.8
uniform,13.0,1613.5999999999995
uniform,13.0,1271.2
uniform,13.0,1185.6000000000001
uniform,18.0,1369.5999999999997
uniform,18.0,1455.1999999999996
uniform,18.0,1283.9999999999998
uniform,18.0,1540.7999999999995
uniform,18.0,1626.3999999999994
uniform,18.0,1778.3999999999996
uniform,18.0,1198.3999999999999
uniform,18.0,1705.5999999999995
uniform,18.0,1870.3999999999992
uniform,18.0,1955.999999999999
uniform,15.0,1870.3999999999994
uniform,15.0,1784.7999999999995
uniform,15.0,1955.9999999999993
uniform,15.0,1870.3999999999994
uniform,15.0,1784.7999999999995
uniform,15.0,1699.1999999999996
uniform,15.0,1699.1999999999996
uniform,15.0,1613.5999999999995
uniform,15.0,1613.5999999999997
uniform,15.0,1527.9999999999998
uniform,11.0,599.2
uniform,11.0,684.8000000000001
uniform,11.0,513.6
uniform,11.0,770.4000000000001
uniform,11.0,428.0
uniform,11.0,856.0000000000001
uniform,11.0,941.6000000000001
uniform,11.0,513.6
uniform,11.0,1027.2
uniform,11.0,599.2
uniform,22.0,1185.6
uniform,22.0,1100.0
uniform,22.0,1271.1999999999998
uniform,22.0,1014.4000000000001
uniform,22.0,1356.7999999999997
uniform,22.0,928.8000000000001
uniform,22.0,843.2
uniform,22.0,1271.1999999999998
uniform,22.0,757.6
uniform,22.0,672.0
uniform,22.0,1283.9999999999998
uniform,22.0,1198.3999999999999
uniform,22.0,1369.5999999999997
uniform,22.0,1112.8
uniform,22.0,1027.2
uniform,22.0,1455.1999999999996
uniform,22.0,1112.8
uniform,22.0,1264.8
uniform,22.0,1192.0
uniform,22.0,1356.7999999999997
uniform,27.0,3068.799999999998
uniform,27.0,2983.199999999998
uniform,27.0,3154.389999999998
uniform,27.0,2897.599999999998
uniform,27.0,2811.999999999998
uniform,27.0,3068.789999999998
uniform,27.0,2726.3999999999987
uniform,27.0,2640.799999999999
uniform,27.0,2983.199999999998
uniform,27.0,2555.199999999999
uniform,16.0,1198.3999999999999
uniform,16.0,1283.9999999999998
uniform,16.0,1112.8
uniform,16.0,1369.5999999999997
uniform,16.0,1455.1999999999996
uniform,16.0,1198.3999999999999
uniform,16.0,1540.7999999999995
uniform,16.0,1626.3999999999994
uniform,16.0,1705.5999999999995
uniform,16.0,1283.9999999999998
uniform,19.0,1179.2
uniform,19.0,1271.1999999999998
uniform,19.0,1356.7999999999997
uniform,19.0,1442.3999999999996
uniform,19.0,1106.4
uniform,19.0,1027.2
uniform,19.0,1527.9999999999995
uniform,19.0,1613.5999999999995
uniform,19.0,941.6000000000001
uniform,19.0,1699.1999999999994
uniform,20.0,1613.5999999999995
uniform,20.0,1527.9999999999995
uniform,20.0,1699.1799999999996
uniform,20.0,1442.3999999999996
uniform,20.0,1784.7799999999995
uniform,20.0,1356.7999999999997
uniform,20.0,1271.1999999999998
uniform,20.0,1699.1999999999994
uniform,20.0,1185.6
uniform,20.0,1100.0
uniform,20.0,770.4000000000001
uniform,20.0,684.8000000000001
uniform,20.0,684.8000000000001
uniform,20.0,599.2
uniform,20.0,599.2
uniform,20.0,513.6
uniform,20.0,513.6
uniform,20.0,428.0
uniform,20.0,428.0
uniform,20.0,342.4
uniform,20.0,1626.3999999999994
uniform,20.0,1540.7999999999995
uniform,20.0,1540.7999999999995
uniform,20.0,1455.1999999999996
uniform,20.0,1455.1999999999996
uniform,20.0,1369.5999999999997
uniform,20.0,1369.5999999999997
uniform,20.0,1283.9999999999998
uniform,20.0,1283.9999999999998
uniform,20.0,1198.3999999999999
uniform,8.0,1613.5999999999997
uniform,8.0,1527.9999999999998
uniform,8.0,1442.3999999999999
uniform,8.0,1699.1999999999996
uniform,8.0,1356.8
uniform,8.0,1271.2
uniform,8.0,1784.7999999999995
uniform,8.0,1106.4
uniform,8.0,1185.6000000000001
uniform,8.0,1027.2
minprob,1.0,513.6
minprob,1.0,599.2
minprob,1.0,684.8000000000001
minprob,1.0,428.0
minprob,1.0,922.4000000000002
minprob,1.0,770.4000000000001
minprob,1.0,849.6000000000001
minprob,1.0,342.4
minprob,1.0,1014.4000000000001
minprob,1.0,1100.0
minprob,1.0,513.6
minprob,1.0,599.2
minprob,1.0,684.8000000000001
minprob,1.0,428.0
minprob,1.0,922.4000000000002
minprob,1.0,770.4000000000001
minprob,1.0,849.6000000000001
minprob,1.0,342.4
minprob,1.0,1014.4000000000001
minprob,1.0,1100.0
minprob,1.0,513.6
minprob,1.0,428.0
minprob,1.0,599.2
minprob,1.0,684.8000000000001
minprob,1.0,342.4
minprob,1.0,770.4000000000001
minprob,1.0,856.0000000000001
minprob,1.0,256.79999999999995
minprob,1.0,941.6000000000001
minprob,1.0,1027.2
minprob,1.0,428.0
minprob,1.0,513.6
minprob,1.0,513.6
minprob,1.0,599.2
minprob,1.0,599.2
minprob,1.0,684.8000000000001
minprob,1.0,684.8000000000001
minprob,1.0,770.4000000000001
minprob,1.0,856.0000000000001
minprob,1.0,935.2000000000002
minprob,1.0,1955.9999999999993
minprob,1.0,1870.3999999999994
minprob,1.0,1870.3999999999994
minprob,1.0,1784.7999999999995
minprob,1.0,1784.7999999999995
minprob,1.0,1699.1999999999996
minprob,1.0,1699.1999999999996
minprob,1.0,1613.5999999999997
minprob,1.0,1613.5999999999997
minprob,1.0,1527.9999999999998
minprob,1.0,513.6
minprob,1.0,599.2
minprob,1.0,428.0
minprob,1.0,684.8000000000001
minprob,1.0,342.4
minprob,1.0,256.79999999999995
minprob,1.0,770.4000000000001
minprob,1.0,513.6
minprob,1.0,256.79999999999995
minprob,1.0,342.4
minprob,5.0,2041.5999999999992
minprob,5.0,1955.9999999999993
minprob,5.0,2127.1999999999994
minprob,5.0,1870.3999999999994
minprob,5.0,2212.7999999999993
minprob,5.0,1784.7999999999995
minprob,5.0,1699.1999999999996
minprob,5.0,2298.399999999999
minprob,5.0,1613.5999999999997
minprob,5.0,1527.9999999999998
minprob,5.0,428.0
minprob,5.0,513.6
minprob,5.0,599.2
minprob,5.0,342.4
minprob,5.0,684.8000000000001
minprob,5.0,770.4000000000001
minprob,5.0,856.0000000000001
minprob,5.0,256.79999999999995
minprob,5.0,770.4000000000001
minprob,5.0,684.8000000000001
minprob,5.0,599.2
minprob,5.0,513.6
minprob,5.0,684.8000000000001
minprob,5.0,599.2
minprob,5.0,513.6
minprob,5.0,599.2
minprob,5.0,599.2
minprob,5.0,513.6
minprob,5.0,684.8000000000001
minprob,5.0,770.4000000000001
minprob,5.0,1198.3999999999999
minprob,5.0,1112.8
minprob,5.0,1287.9999999999998
minprob,5.0,1027.2
minprob,5.0,941.6000000000001
minprob,5.0,856.0000000000001
minprob,5.0,1373.5999999999997
minprob,5.0,770.4000000000001
minprob,5.0,1283.9999999999998
minprob,5.0,684.8000000000001
minprob,5.0,342.4
minprob,5.0,256.79999999999995
minprob,5.0,428.0
minprob,5.0,513.6
minprob,5.0,513.6
minprob,5.0,256.79999999999995
minprob,5.0,342.4
minprob,5.0,428.0
minprob,5.0,428.0
minprob,5.0,513.6
minprob,5.0,513.6
minprob,5.0,599.2
minprob,5.0,428.0
minprob,5.0,684.8000000000001
minprob,5.0,342.4
minprob,5.0,256.79999999999995
minprob,5.0,770.4000000000001
minprob,5.0,342.4
minprob,5.0,428.0
minprob,5.0,513.6
minprob,5.0,428.0
minprob,5.0,342.4
minprob,5.0,513.6
minprob,5.0,256.79999999999995
minprob,5.0,342.4
minprob,5.0,599.2
minprob,5.0,428.0
minprob,5.0,513.6
minprob,5.0,684.8000000000001
minprob,5.0,599.2
minprob,9.0,513.6
minprob,9.0,428.0
minprob,9.0,599.2
minprob,9.0,513.6
minprob,9.0,684.8000000000001
minprob,9.0,770.4000000000001
minprob,9.0,599.2
minprob,9.0,856.0000000000001
minprob,9.0,941.6000000000001
minprob,9.0,1020.8000000000002
minprob,9.0,1442.3999999999999
minprob,9.0,1356.8
minprob,9.0,1271.2
minprob,9.0,1527.9999999999998
minprob,9.0,1185.6000000000001
minprob,9.0,1100.0000000000002
minprob,9.0,1613.5999999999997
minprob,9.0,1014.4000000000002
minprob,9.0,928.8000000000002
minprob,9.0,849.6000000000001
minprob,9.0,1356.8
minprob,9.0,1442.3999999999999
minprob,9.0,1271.2
minprob,9.0,1527.9999999999998
minprob,9.0,1185.6000000000001
minprob,9.0,1100.0000000000002
minprob,9.0,1613.5999999999997
minprob,9.0,1014.4000000000002
minprob,9.0,928.8000000000002
minprob,9.0,1014.4000000000002
minprob,10.0,684.8000000000001
minprob,10.0,770.4000000000001
minprob,10.0,856.0000000000001
minprob,10.0,599.2
minprob,10.0,1093.6000000000001
minprob,10.0,941.6000000000001
minprob,10.0,1020.8000000000002
minprob,10.0,513.6
minprob,10.0,1185.6
minprob,10.0,1271.1999999999998
minprob,10.0,513.6
minprob,10.0,599.2
minprob,10.0,684.8000000000001
minprob,10.0,428.0
minprob,10.0,770.4000000000001
minprob,10.0,856.0000000000001
minprob,10.0,513.6
minprob,10.0,941.6000000000001
minprob,10.0,1020.8000000000002
minprob,10.0,1093.6000000000001
minprob,3.0,684.8000000000001
minprob,3.0,770.4000000000001
minprob,3.0,770.4000000000001
minprob,3.0,856.0000000000001
minprob,3.0,856.0000000000001
minprob,3.0,941.6000000000001
minprob,3.0,1027.2
minprob,3.0,941.6000000000001
minprob,3.0,1112.8
minprob,3.0,1027.2
minprob,3.0,513.6
minprob,3.0,599.2
minprob,3.0,428.0
minprob,3.0,684.8000000000001
minprob,3.0,599.2
minprob,3.0,342.4
minprob,3.0,256.79999999999995
minprob,3.0,513.6
minprob,3.0,342.4
minprob,3.0,428.0
minprob,3.0,1784.7999999999995
minprob,3.0,1699.1999999999996
minprob,3.0,1870.3999999999994
minprob,3.0,1613.5999999999995
minprob,3.0,1955.9999999999993
minprob,3.0,2041.5999999999992
minprob,3.0,1955.9999999999993
minprob,3.0,1527.9999999999995
minprob,3.0,1870.3999999999994
minprob,3.0,1784.7999999999995
minprob,3.0,1192.0
minprob,3.0,1442.3999999999996
minprob,3.0,1356.7999999999997
minprob,3.0,1112.8
minprob,3.0,1264.8
minprob,3.0,1527.9999999999995
minprob,3.0,1027.2
minprob,3.0,1613.5999999999997
minprob,3.0,941.6000000000001
minprob,3.0,856.0000000000001
minprob,6.0,1112.8
minprob,6.0,1027.2
minprob,6.0,1202.3999999999999
minprob,6.0,941.6000000000001
minprob,6.0,856.0000000000001
minprob,6.0,770.4000000000001
minprob,6.0,1287.9999999999998
minprob,6.0,684.8000000000001
minprob,6.0,1198.3999999999999
minprob,6.0,599.2
minprob,6.0,2041.5999999999992
minprob,6.0,1955.9999999999993
minprob,6.0,2127.1999999999994
minprob,6.0,1870.3999999999994
minprob,6.0,1784.7999999999995
minprob,6.0,2212.7999999999993
minprob,6.0,1699.1999999999996
minprob,6.0,1613.5999999999997
minprob,6.0,2298.399999999999
minprob,6.0,1699.1999999999996
minprob,6.0,599.2
minprob,6.0,684.8000000000001
minprob,6.0,513.6
minprob,6.0,770.4000000000001
minprob,6.0,599.2
minprob,6.0,684.8000000000001
minprob,6.0,770.4000000000001
minprob,6.0,856.0000000000001
minprob,6.0,684.8000000000001
minprob,6.0,599.2
minprob,17.0,1527.9999999999998
minprob,17.0,1613.5999999999997
minprob,17.0,1613.5999999999997
minprob,17.0,1699.1999999999996
minprob,17.0,1784.7999999999995
minprob,17.0,1699.1999999999996
minprob,17.0,1870.3999999999994
minprob,17.0,1955.9999999999993
minprob,17.0,1784.7999999999995
minprob,17.0,2041.5999999999992
minprob,17.0,1198.3999999999999
minprob,17.0,1283.9999999999998
minprob,17.0,1283.9999999999998
minprob,17.0,1369.5999999999997
minprob,17.0,1198.3999999999999
minprob,17.0,1455.1999999999996
minprob,17.0,1283.9999999999998
minprob,17.0,1369.5999999999997
minprob,17.0,1540.7999999999995
minprob,17.0,1283.9999999999998
minprob,17.0,428.0
minprob,17.0,513.6
minprob,17.0,342.4
minprob,17.0,599.2
minprob,17.0,428.0
minprob,17.0,342.4
minprob,17.0,684.8000000000001
minprob,17.0,428.0
minprob,17.0,513.6
minprob,17.0,599.2
minprob,17.0,513.6
minprob,17.0,599.2
minprob,17.0,684.8000000000001
minprob,17.0,428.0
minprob,17.0,770.4000000000001
minprob,17.0,856.0000000000001
minprob,17.0,342.4
minprob,17.0,941.6000000000001
minprob,17.0,1027.2
minprob,17.0,256.79999999999995
minprob,2.0,856.0000000000001
minprob,2.0,770.4000000000001
minprob,2.0,770.4000000000001
minprob,2.0,684.8000000000001
minprob,2.0,599.2
minprob,2.0,684.8000000000001
minprob,2.0,513.6
minprob,2.0,599.2
minprob,2.0,599.2
minprob,2.0,684.8000000000001
minprob,2.0,1198.3999999999999
minprob,2.0,1112.8
minprob,2.0,1112.8
minprob,2.0,1027.2
minprob,2.0,1027.2
minprob,2.0,941.6000000000001
minprob,2.0,856.0000000000001
minprob,2.0,941.6000000000001
minprob,2.0,770.4000000000001
minprob,2.0,684.8000000000001
minprob,2.0,428.0
minprob,2.0,513.6
minprob,2.0,513.6
minprob,2.0,599.2
minprob,2.0,599.2
minprob,2.0,684.8000000000001
minprob,2.0,770.4000000000001
minprob,2.0,684.8000000000001
minprob,2.0,856.0000000000001
minprob,2.0,770.4000000000001
minprob,2.0,1699.1999999999996
minprob,2.0,1784.7999999999995
minprob,2.0,1613.5999999999997
minprob,2.0,1870.3999999999994
minprob,2.0,1527.9999999999998
minprob,2.0,1442.3999999999999
minprob,2.0,1955.9999999999993
minprob,2.0,1356.8
minprob,2.0,1271.2
minprob,2.0,1185.6000000000001
minprob,4.0,1527.9999999999998
minprob,4.0,1442.3999999999999
minprob,4.0,1356.8
minprob,4.0,1613.5999999999997
minprob,4.0,1271.1999999999998
minprob,4.0,1185.6
minprob,4.0,1699.1999999999996
minprob,4.0,1100.0
minprob,4.0,1008.0000000000001
minprob,4.0,935.2000000000002
minprob,7.0,1870.3999999999994
minprob,7.0,1784.7999999999995
minprob,7.0,1955.9999999999993
minprob,7.0,1699.1999999999996
minprob,7.0,1613.5999999999997
minprob,7.0,2041.5999999999992
minprob,7.0,1699.1999999999996
minprob,7.0,1613.5999999999997
minprob,7.0,2127.1999999999994
minprob,7.0,1699.1999999999996
minprob,7.0,2212.789999999999
minprob,7.0,2298.389999999999
minprob,7.0,2127.189999999999
minprob,7.0,2041.5899999999992
minprob,7.0,2383.989999999999
minprob,7.0,1955.9899999999993
